"Id","State","Suppressed","Entity","Linkname","Entity Type","Path","Line","Justification"
"A00048_CRYPTO_A00048-381:DE14","added","false","AuthCipherContextSkeleton","R ara:crypto:ipccom:cryp:authenticationcipher:skeleton:AuthCipherContextSkeleton:!55+25!(ara:core:InstanceSpecifier,!107+6!m:MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/cryp/authenticationcipher/authciphercontext_skeleton.h","47",""
"A00048_CRYPTO_A00048-381:DE15","added","false","AuthCipherContextSkeleton","R ara:crypto:ipccom:cryp:authenticationcipher:skeleton:AuthCipherContextSkeleton:!55+25!(std:vector<ara:com:InstanceIdentifier,std:allocator<!116+26!>>,!116+7!MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/cryp/authenticationcipher/authciphercontext_skeleton.h","50",""
"A00048_CRYPTO_A00048-381:DE16","added","false","AuthCipherContextSkeletonImpl","R ara:crypto:cryp:AuthCipherContextSkeletonImpl:!18+29!(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>,std:unique_ptr<!0+15!AuthCipherCtx,std:default_delete<!161+19!>>)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/authcipher_context_skeleton_impl.cpp","22",""
"A00048_CRYPTO_A00048-381:DE17","added","false","AuthCipherCtxSslAesGCM","R ara:crypto:cryp:AuthCipherCtxSslAesGCM:!18+22!(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/auth_cipher_ctx_ssl_aes_gcm.cpp","33",""
"A00048_CRYPTO_A00048-381:DE18","added","false","AuthorityKeyId","R ara:crypto:x509:CertificateImpl:AuthorityKeyId()-c","Method","avin-ap/crypto/source/certificate-provider/src/certificate_impl.cpp","104",""
"A00048_CRYPTO_A00048-381:DE19","added","false","AuthorityKeyId","R ara:crypto:x509:CertificateSkeletonImpl:AuthorityKeyId()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/certificate_skeleton_impl.cpp","35",""
"A00048_CRYPTO_A00048-381:DE20","added","false","BlockServiceImpl","R ara:crypto:cryp:BlockServiceImpl:!18+16!(ull,!0+10!CryptoObjectUid,!54+21!*,ui,!87+6!b)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/block_service_impl.cpp","31",""
"A00048_CRYPTO_A00048-381:DE21","added","false","BlockServiceSkeleton","R ara:crypto:ipccom:cryp:cryservice:blockservice:skeleton:BlockServiceSkeleton:!58+20!(ara:com:InstanceIdentifier,!98+7!MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/cryp/cryservice/blockservice/blockservice_skeleton.h","45",""
"A00048_CRYPTO_A00048-381:DE22","added","false","BlockServiceSkeleton","R ara:crypto:ipccom:cryp:cryservice:blockservice:skeleton:BlockServiceSkeleton:!58+20!(ara:core:InstanceSpecifier,!100+6!m:MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/cryp/cryservice/blockservice/blockservice_skeleton.h","49",""
"A00048_CRYPTO_A00048-381:DE23","added","false","BlockServiceSkeleton","R ara:crypto:ipccom:cryp:cryservice:blockservice:skeleton:BlockServiceSkeleton:!58+20!(std:vector<ara:com:InstanceIdentifier,std:allocator<!109+26!>>,!109+7!MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/cryp/cryservice/blockservice/blockservice_skeleton.h","52",""
"A00048_CRYPTO_A00048-381:DE24","added","false","BlockServiceSkeletonImpl","R ara:crypto:cryp:cryservice:BlockServiceSkeletonImpl:!29+24!(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>,std:unique_ptr<!0+15!BlockService,std:default_delete<!162+18!>>)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/blockservice_skeleton_impl.cpp","25",""
"A00048_CRYPTO_A00048-381:DE25","added","false","BuildDn","R ara:crypto:x509:X509ProviderImpl:BuildDn(ara:core:internal:basic_string_view<c,std:char_traits<c>>)","Method","avin-ap/crypto/source/certificate-provider/src/x509_provider_impl.cpp","120",""
"A00048_CRYPTO_A00048-381:DE26","added","false","BuildDn","R ara:crypto:x509:X509ProviderSkeletonImpl:BuildDn(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","44",""
"A00048_CRYPTO_A00048-381:DE27","added","false","CalculateWrappedKeySize","R ara:crypto:cryp:SymmetricKeyWrapperCtxSkeletonImpl:CalculateWrappedKeySize(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/symmetrickeywrapper_ctx_skeleton_impl.cpp","71",""
"A00048_CRYPTO_A00048-381:DE28","added","false","CalculateWrappedKeySize","R ara:crypto:cryp:SymmetricKeyWrapperCtxWrapDefaultSSL:CalculateWrappedKeySize(ui)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/symmetric_key_wrapper_ctx_ssl.cpp","413",""
"A00048_CRYPTO_A00048-381:DE29","added","false","CertSignRequestImpl","R ara:crypto:x509:CertSignRequestImpl:!18+19!(X509_req_st*)","Method","avin-ap/crypto/source/certificate-provider/inc/public/cert_sign_request_impl.h","34",""
"A00048_CRYPTO_A00048-381:DE30","added","false","CertificateSkeleton","R ara:crypto:ipccom:x509:certificate:skeleton:CertificateSkeleton:!46+19!(ara:com:InstanceIdentifier,!84+7!MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/x509/certificate/certificate_skeleton.h","43",""
"A00048_CRYPTO_A00048-381:DE31","added","false","CertificateSkeleton","R ara:crypto:ipccom:x509:certificate:skeleton:CertificateSkeleton:!46+19!(ara:core:InstanceSpecifier,!86+6!m:MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/x509/certificate/certificate_skeleton.h","47",""
"A00048_CRYPTO_A00048-381:DE32","added","false","CertificateSkeleton","R ara:crypto:ipccom:x509:certificate:skeleton:CertificateSkeleton:!46+19!(std:vector<ara:com:InstanceIdentifier,std:allocator<!95+26!>>,!95+7!MethodCallProcessingMode)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/inc/public/vsomeip/gen/includes/ara/crypto/ipccom/x509/certificate/certificate_skeleton.h","50",""
"A00048_CRYPTO_A00048-381:DE33","added","false","CertificateSkeletonImpl","R ara:crypto:x509:CertificateSkeletonImpl:!18+23!(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>,std:unique_ptr<!0+15!Certificate,std:default_delete<!149+17!>>)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/certificate_skeleton_impl.cpp","25",""
"A00048_CRYPTO_A00048-381:DE34","added","false","Check","R ara:crypto:cryp:AuthCipherContextSkeletonImpl:Check(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/authcipher_context_skeleton_impl.cpp","59",""
"A00048_CRYPTO_A00048-381:DE35","added","false","Check","R ara:crypto:cryp:AuthCipherCtxSslAesGCM:Check(!0+15!Signature-c&)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/auth_cipher_ctx_ssl_aes_gcm.cpp","611",""
"A00048_CRYPTO_A00048-381:DE36","added","false","Check","R ara:crypto:cryp:MessageAuthnCodeCtxDefaultSsl:Check(!0+15!Signature-c&)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/message_authentication_code_ctx_ssl.cpp","399",""
"A00048_CRYPTO_A00048-381:DE37","added","false","Check","R ara:crypto:cryp:MessageAuthnCodeSkeletonImpl:Check(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/message_authn_code_skeleton_impl.cpp","72",""
"A00048_CRYPTO_A00048-381:DE38","added","false","CheckCertStatus","R ara:crypto:x509:X509ProviderSkeletonImpl:CheckCertStatus(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&,!57+72!)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","53",""
"A00048_CRYPTO_A00048-381:DE39","added","false","CheckCertStatusWithCertList","R ara:crypto:x509:X509ProviderSkeletonImpl:CheckCertStatusWithCertList(std:vector<ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>,!134+14!!80+69!>>-c&,!80+69!-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","63",""
"A00048_CRYPTO_A00048-381:DE40","added","false","CheckKey","R ara:crypto:cryp:cryobj:PublicKeySkeletonImpl:CheckKey(b-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/public_key_skeleton_impl.cpp","36",""
"A00048_CRYPTO_A00048-381:DE41","added","false","CheckSignatureId","R ara:crypto:cryp:VerifierPublicCtxdefaultssl:CheckSignatureId(!0+15!Signature-c&)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/verifier_public_ctx_default_ssl.cpp","189",""
"A00048_CRYPTO_A00048-381:DE42","added","false","CleanupVolatileStorage","R ara:crypto:x509:X509ProviderImpl:CleanupVolatileStorage()","Method","avin-ap/crypto/source/certificate-provider/src/x509_provider_impl.cpp","1104",""
"A00048_CRYPTO_A00048-381:DE43","added","false","CleanupVolatileStorage","R ara:crypto:x509:X509ProviderSkeletonImpl:CleanupVolatileStorage()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","72",""
"A00048_CRYPTO_A00048-381:DE44","added","false","Clone","R ara:crypto:cryp:SecretSeedImpl:Clone(ara:core:Span<uc-c,4294967295>)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/cryobj/secret_seed_impl.cpp","60",""
"A00048_CRYPTO_A00048-381:DE45","added","false","Clone","R ara:crypto:cryp:cryobj:SecretSeedSkeletonImpl:Clone(std:vector<uc,std:allocator<uc>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryobj/secret_seed_skeleton_impl.cpp","44",""
"A00048_CRYPTO_A00048-381:DE46","added","false","Compare","R ara:crypto:cryp:DigestServiceImpl:Compare(ara:core:Span<uc-c,4294967295>,ui)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/digest_service_impl.cpp","48",""
"A00048_CRYPTO_A00048-381:DE47","added","false","Compare","R ara:crypto:cryp:cryservice:DigestServiceSkeletonImpl:Compare(std:vector<uc,std:allocator<uc>>-c&,ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/cryservice/digestservice_skeleton_impl.cpp","35",""
"A00048_CRYPTO_A00048-381:DE48","added","false","ConfigIterations","R ara:crypto:cryp:KeyDerivationFunctionCtxSSLPBKDF:ConfigIterations(ui)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_derivation_function_ctx_ssl_default.cpp","97",""
"A00048_CRYPTO_A00048-381:DE49","added","false","ConfigIterations","R ara:crypto:cryp:KeyDerivationFunctionskeletonImpl:ConfigIterations(ui-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/key_derivation_function_skeleton_impl.cpp","119",""
"A00048_CRYPTO_A00048-381:DE50","added","false","ConfigureDecryptorCtx","R ara:crypto:cryp:KeyDecapsulatorPrivateCtxDefaultSsl:ConfigureDecryptorCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_decapsulator_private_ctx_default_ssl.cpp","214",""
"A00048_CRYPTO_A00048-381:DE51","added","false","ConfigureEncryptorCtx","R ara:crypto:cryp:DecryptorPrivateCtxRSA:ConfigureEncryptorCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/decryptor_private_ctx_ssl_rsa.cpp","151",""
"A00048_CRYPTO_A00048-381:DE52","added","false","ConfigureEncryptorCtx","R ara:crypto:cryp:EncryptorPublicCtxsslRsa:ConfigureEncryptorCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/encryptor_public_ctx_ssl_rsa.cpp","161",""
"A00048_CRYPTO_A00048-381:DE53","added","false","ConfigureEncryptorCtx","R ara:crypto:cryp:KeyEncapsulatorPublicCtxDefaultSsl:ConfigureEncryptorCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_encapsulator_public_ctx_default_ssl.cpp","247",""
"A00048_CRYPTO_A00048-381:DE54","added","false","ConfigureKdfCtx","R ara:crypto:cryp:KeyDerivationFunctionCtxSSLPBKDF:ConfigureKdfCtx()","Method","avin-ap/crypto/source/crypto-provider/openssl/src/key_derivation_function_ctx_ssl_default.cpp","417",""
"A00048_CRYPTO_A00048-381:DE55","added","false","ConfigureSignCtx","R ara:crypto:cryp:SigEncodePrivateCtxDefaultSsl:ConfigureSignCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/sig_encode_private_ctx_default_ssl.cpp","194",""
"A00048_CRYPTO_A00048-381:DE56","added","false","ConfigureSignCtx","R ara:crypto:cryp:SignerPrivateCtxDefaultssl:ConfigureSignCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/signer_private_ctx_default_ssl.cpp","337",""
"A00048_CRYPTO_A00048-381:DE57","added","false","ConfigureSignCtx","R ara:crypto:cryp:VerifierPublicCtxdefaultssl:ConfigureSignCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/verifier_public_ctx_default_ssl.cpp","221",""
"A00048_CRYPTO_A00048-381:DE58","added","false","ConfigureVerifyCtx","R ara:crypto:cryp:MsgRecoveryPublicCtxDefaultssl:ConfigureVerifyCtx(evp_pkey_ctx_st*)-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/msg_recovery_public_ctx_default_ssl.cpp","172",""
"A00048_CRYPTO_A00048-381:DE59","added","false","ConvertaraUuidtoStringUuid","R ara:crypto:uuidImpl:ConvertaraUuidtoStringUuid(!0+10!Uuid)","Method","avin-ap/crypto/source/utils/inc/public/uuid_impl.h","91",""
"A00048_CRYPTO_A00048-381:DE60","added","false","CountBytesInCache","R ara:crypto:cryp:StreamCipherContextSkeletonImpl:CountBytesInCache()","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/streamcipher_context_skeleton_impl.cpp","58",""
"A00048_CRYPTO_A00048-381:DE61","added","false","CountBytesInCache","R ara:crypto:cryp:StreamCipherCtxsslCtr:CountBytesInCache()-c","Method","avin-ap/crypto/source/crypto-provider/openssl/src/stream_cipher_ctx_ssl_aes_ctr.cpp","477",""
"A00048_CRYPTO_A00048-381:DE62","added","false","CountCertsInChain","R ara:crypto:x509:X509ProviderImpl:CountCertsInChain(ara:core:Span<uc-c,4294967295>,ui)-c","Method","avin-ap/crypto/source/certificate-provider/src/x509_provider_impl.cpp","234",""
"A00048_CRYPTO_A00048-381:DE63","added","false","CountCertsInChain","R ara:crypto:x509:X509ProviderSkeletonImpl:CountCertsInChain(std:vector<uc,std:allocator<uc>>-c&,ui-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","81",""
"A00048_CRYPTO_A00048-381:DE64","added","false","CreateAuthCipher","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateAuthCipher(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","53",""
"A00048_CRYPTO_A00048-381:DE65","added","false","CreateAuthCipherCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateAuthCipherCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","462",""
"A00048_CRYPTO_A00048-381:DE66","added","false","CreateCertSignRequest","R ara:crypto:x509:X509ProviderImpl:CreateCertSignRequest(std:unique_ptr<!0+10!cryp:SignerPrivateCtx,std:default_delete<!70+27!>>,ara:core:Span<uc-c,4294967295>,!127+30!,ui)-c","Method","avin-ap/crypto/source/certificate-provider/src/x509_provider_impl.cpp","656",""
"A00048_CRYPTO_A00048-381:DE67","added","false","CreateCertSignRequest","R ara:crypto:x509:X509ProviderSkeletonImpl:CreateCertSignRequest(ara:core:internal:basic_string<c,std:char_traits<c>,std:allocator<c>>-c&,std:vector<uc,!117+14!uc>>-c&,!136+35!,ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","106",""
"A00048_CRYPTO_A00048-381:DE68","added","false","CreateDecryptorPrivate","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateDecryptorPrivate(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","89",""
"A00048_CRYPTO_A00048-381:DE69","added","false","CreateDecryptorPrivateCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateDecryptorPrivateCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","509",""
"A00048_CRYPTO_A00048-381:DE70","added","false","CreateEmptyDn","R ara:crypto:x509:X509ProviderImpl:CreateEmptyDn(ui)","Method","avin-ap/crypto/source/certificate-provider/src/x509_provider_impl.cpp","109",""
"A00048_CRYPTO_A00048-381:DE71","added","false","CreateEmptyDn","R ara:crypto:x509:X509ProviderSkeletonImpl:CreateEmptyDn(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","120",""
"A00048_CRYPTO_A00048-381:DE72","added","false","CreateEmptyExtensions","R ara:crypto:x509:X509ProviderSkeletonImpl:CreateEmptyExtensions(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/x509/x509_provider_skeleton_impl.cpp","139",""
"A00048_CRYPTO_A00048-381:DE73","added","false","CreateEncryptorPublic","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateEncryptorPublic(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","125",""
"A00048_CRYPTO_A00048-381:DE74","added","false","CreateEncryptorPublicCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateEncryptorPublicCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","503",""
"A00048_CRYPTO_A00048-381:DE75","added","false","CreateHashDigest","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateHashDigest(ull-c&,std:vector<uc,std:allocator<uc>>-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","730",""
"A00048_CRYPTO_A00048-381:DE76","added","false","CreateHashFunction","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateHashFunction(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","161",""
"A00048_CRYPTO_A00048-381:DE77","added","false","CreateHashFunctionCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateHashFunctionCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","431",""
"A00048_CRYPTO_A00048-381:DE78","added","false","CreateKeyAgreementPrivate","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateKeyAgreementPrivate(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","200",""
"A00048_CRYPTO_A00048-381:DE79","added","false","CreateKeyAgreementPrivateCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateKeyAgreementPrivateCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","556",""
"A00048_CRYPTO_A00048-381:DE80","added","false","CreateKeyDecapsulatorPrivate","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateKeyDecapsulatorPrivate(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","213",""
"A00048_CRYPTO_A00048-381:DE81","added","false","CreateKeyDecapsulatorPrivateCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateKeyDecapsulatorPrivateCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","523",""
"A00048_CRYPTO_A00048-381:DE82","added","false","CreateKeyDerivationFunction","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateKeyDerivationFunction(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","226",""
"A00048_CRYPTO_A00048-381:DE83","added","false","CreateKeyDerivationFunctionCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateKeyDerivationFunctionCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","471",""
"A00048_CRYPTO_A00048-381:DE84","added","false","CreateKeyEncapsulatorPublic","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateKeyEncapsulatorPublic(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","266",""
"A00048_CRYPTO_A00048-381:DE85","added","false","CreateKeyEncapsulatorPublicCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateKeyEncapsulatorPublicCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","516",""
"A00048_CRYPTO_A00048-381:DE86","added","false","CreateMessageAuthCode","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateMessageAuthCode(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","279",""
"A00048_CRYPTO_A00048-381:DE87","added","false","CreateMessageAuthCodeCtx","R ara:crypto:cryp:CryptoProviderSSL:CreateMessageAuthCodeCtx(ull)","Method","avin-ap/crypto/source/crypto-provider/openssl/src/crypto_provider_ssl.cpp","483",""
"A00048_CRYPTO_A00048-381:DE88","added","false","CreateMsgRecoveryPublic","R ara:crypto:cryp:CryptoProviderSkeletonImpl:CreateMsgRecoveryPublic(ull-c&)","Method","avin-ap/crypto/source/ara-crypto/core/ipc-core/src/vsomeip/crypto-provider/crypto_provider_skeleton_impl.cpp","315",""
